"","site","site_name","flow_age_my","specimen_code","collection_code","tree","tray","date_collected","class","order","family","species_code","genus","species","trophic","origin","stage","lengthmm","abundance","ind_biom"
"10468","LA","Laupāhoehoe",0.005,"4092-004","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","adult",3,1,0.389250513
"10469","LA","Laupāhoehoe",0.005,"4092-004","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","adult",3,1,0.389250513
"10470","LA","Laupāhoehoe",0.005,"4092-004","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","adult",3,1,0.389250513
"10471","LA","Laupāhoehoe",0.005,"4092-004","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","adult",3,1,0.389250513
"10472","LA","Laupāhoehoe",0.005,"4092-004","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","adult",3,1,0.389250513
"10473","LA","Laupāhoehoe",0.005,"4092-004","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","adult",3,1,0.389250513
"10474","LA","Laupāhoehoe",0.005,"4092-005","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","immature",2,1,0.160498062
"10475","LA","Laupāhoehoe",0.005,"4092-005","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","immature",2,1,0.160498062
"10476","LA","Laupāhoehoe",0.005,"4092-005","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","immature",2,1,0.160498062
"10477","LA","Laupāhoehoe",0.005,"4092-005","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","immature",2,1,0.160498062
"10478","LA","Laupāhoehoe",0.005,"4092-005","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","immature",2,1,0.160498062
"10479","LA","Laupāhoehoe",0.005,"4092-005","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","immature",2,1,0.160498062
"10480","LA","Laupāhoehoe",0.005,"4092-006","LA97A05-5",15,5,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","immature",1,1,0.035295493
"10481","LA","Laupāhoehoe",0.005,"4093-001","LA97A05-4",15,4,"6/4/97","Insecta","Coleoptera","Ciidae","cisnigr","Cis","nigrofasciatus","D","endemic","adult",NA,1,0.242
"10482","LA","Laupāhoehoe",0.005,"4093-002","LA97A05-4",15,4,"6/4/97","Insecta","Coleoptera","Ciidae","cisseta","Cis","setarius","D","endemic","adult",NA,1,0.13
"10483","LA","Laupāhoehoe",0.005,"4093-003","LA97A05-4",15,4,"6/4/97","Insecta","Coleoptera","Aglycyderidae","protspu7","Proterhinus","sp_7","D","endemic","adult",NA,1,0.327
"10484","LA","Laupāhoehoe",0.005,"4094-001","LA97A05-6",15,6,"6/4/97","Insecta","Coleoptera","Carabidae","mecydeve","Mecyclothorax","deverilli","P","endemic","adult",NA,1,1.706
"10485","LA","Laupāhoehoe",0.005,"4095-001","LA97A05-6",15,6,"6/4/97","Insecta","Heteroptera","Lygaeidae","glypnsp1","Glyptonysius","n_sp_1","H","endemic","adult",4,1,0.656191807
"10486","LA","Laupāhoehoe",0.005,"4095-002","LA97A05-6",15,6,"6/4/97","Insecta","Heteroptera","Miridae","nesihawa","Nesiomiris","hawaiiensis","T","endemic","adult",3,1,0.148460606
"10487","LA","Laupāhoehoe",0.005,"4095-003","LA97A05-6",15,6,"6/4/97","Insecta","Heteroptera","Miridae","nesihawa","Nesiomiris","hawaiiensis","T","endemic","immature",3,1,0.148460606
"10488","LA","Laupāhoehoe",0.005,"4095-003","LA97A05-6",15,6,"6/4/97","Insecta","Heteroptera","Miridae","nesihawa","Nesiomiris","hawaiiensis","T","endemic","immature",3,1,0.148460606
"10489","LA","Laupāhoehoe",0.005,"4095-003","LA97A05-6",15,6,"6/4/97","Insecta","Heteroptera","Miridae","nesihawa","Nesiomiris","hawaiiensis","T","endemic","immature",3,1,0.148460606
"10490","LA","Laupāhoehoe",0.005,"4095-004","LA97A05-6",15,6,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","immature",3,1,0.389250513
"10491","LA","Laupāhoehoe",0.005,"4095-004","LA97A05-6",15,6,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","immature",3,1,0.389250513
"10492","LA","Laupāhoehoe",0.005,"4095-004","LA97A05-6",15,6,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","immature",3,1,0.389250513
"10493","LA","Laupāhoehoe",0.005,"4095-005","LA97A05-6",15,6,"6/4/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","T","endemic","adult",3,1,0.389250513
"10494","LA","Laupāhoehoe",0.005,"4095-006","LA97A05-6",15,6,"6/4/97","Insecta","Heteroptera","Miridae","kameluna","Kamehameha","lunalilo","P","endemic","immature",3,1,0.194096321
"10495","LA","Laupāhoehoe",0.005,"4130-000","LA97A01A-1",11,1,"6/3/97","Arachnida","Araneae","Tetragnathidae","tetrbrev","Tetragnatha","brevignatha","P","endemic","adult",5,1,1.786587932
"10496","LA","Laupāhoehoe",0.005,"4131-001","LA97A01A-1",11,1,"6/3/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult",2,1,0.039559494
"10497","LA","Laupāhoehoe",0.005,"4132-001","LA97A01A-1",11,1,"6/3/97","Insecta","Lepidoptera","LEPIDO","lepiagsu","Lep_g","moth spp","T","undetermined","adult",3,1,0.228226502
"10498","LA","Laupāhoehoe",0.005,"4132-002","LA97A01A-1",11,1,"6/3/97","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature",6,1,0.643871493
"10499","LA","Laupāhoehoe",0.005,"4132-003","LA97A01A-1",11,1,"6/3/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","immature",3,1,0.319229832
"10500","LA","Laupāhoehoe",0.005,"4132-004","LA97A01A-1",11,1,"6/3/97","Diplopoda","Spirostreptida","Cambalidae","nannspu1","Nannolene","sp_1","D","endemic","immature",5,1,0.46969468
"10501","LA","Laupāhoehoe",0.005,"4132-005","LA97A01A-1",11,1,"6/3/97","Insecta","Lepidoptera","LEPIDO","lepiagsu","Lep_g","moth spp","T","undetermined","adult",5,1,0.745781275
"10502","LA","Laupāhoehoe",0.005,"4133-001","LA97A01A-1",11,1,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",5,1,1.434291676
"10503","LA","Laupāhoehoe",0.005,"4133-002","LA97A01A-1",11,1,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",4,1,0.781703835
"10504","LA","Laupāhoehoe",0.005,"4133-003","LA97A01A-1",11,1,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",3,1,0.357444714
"10505","LA","Laupāhoehoe",0.005,"4133-003","LA97A01A-1",11,1,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",3,1,0.357444714
"10506","LA","Laupāhoehoe",0.005,"4133-003","LA97A01A-1",11,1,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",3,1,0.357444714
"10507","LA","Laupāhoehoe",0.005,"4133-003","LA97A01A-1",11,1,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",3,1,0.357444714
"10508","LA","Laupāhoehoe",0.005,"4133-004","LA97A01A-1",11,1,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",2,1,0.1186426
"10509","LA","Laupāhoehoe",0.005,"4134-001","LA97A01A-1",11,1,"6/3/97","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult",4,1,0.54168826
"10510","LA","Laupāhoehoe",0.005,"4134-002","LA97A01A-1",11,1,"6/3/97","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult",3,1,0.194096321
"10511","LA","Laupāhoehoe",0.005,"4134-002","LA97A01A-1",11,1,"6/3/97","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult",3,1,0.194096321
"10512","LA","Laupāhoehoe",0.005,"4134-002","LA97A01A-1",11,1,"6/3/97","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult",3,1,0.194096321
"10513","LA","Laupāhoehoe",0.005,"4134-002","LA97A01A-1",11,1,"6/3/97","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult",3,1,0.194096321
"10514","LA","Laupāhoehoe",0.005,"4134-002","LA97A01A-1",11,1,"6/3/97","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult",3,1,0.194096321
"10515","LA","Laupāhoehoe",0.005,"4134-004","LA97A01A-1",11,1,"6/3/97","Insecta","Diptera","Drosophilidae","drostany","Drosophila","tanythrix","D","endemic","adult",5,1,0.961831258
"10516","LA","Laupāhoehoe",0.005,"4134-005","LA97A01A-1",11,1,"6/3/97","Insecta","Diptera","Limoniidae","dicrswez","Dicranomyia","swezeyi","D","endemic","adult",3,1,0.194096321
"10517","LA","Laupāhoehoe",0.005,"4135-001","LA97A01A-1",11,1,"6/3/97","Insecta","Homoptera","Triozidae","triospu2","Trioza","sp_2","H","endemic","adult",2,1,0.098172986
"10518","LA","Laupāhoehoe",0.005,"4136-001","LA97A01A-1",11,1,"6/3/97","Insecta","Psocoptera","Elipsocidae","kilasppu","Kilauella","spp","D","endemic","immature",1,1,0.013595723
"10519","LA","Laupāhoehoe",0.005,"4137-001","LA97A01A-2",11,2,"6/3/97","Insecta","Homoptera","Triozidae","triospu2","Trioza","sp_2","H","endemic","adult",2,1,0.098172986
"10520","LA","Laupāhoehoe",0.005,"4138-001","LA97A01A-2",11,2,"6/3/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult",2,1,0.039559494
"10521","LA","Laupāhoehoe",0.005,"4138-002","LA97A01A-2",11,2,"6/3/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","immature",1,1,0.005644916
"10522","LA","Laupāhoehoe",0.005,"4138-002","LA97A01A-2",11,2,"6/3/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","immature",1,1,0.005644916
"10523","LA","Laupāhoehoe",0.005,"4139-001","LA97A01A-2",11,2,"6/3/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature",2,1,0.160498062
"10524","LA","Laupāhoehoe",0.005,"4140-001","LA97A01A-2",11,2,"6/3/97","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult",3,1,0.194096321
"10525","LA","Laupāhoehoe",0.005,"4140-002","LA97A01A-2",11,2,"6/3/97","Insecta","Diptera","Pipunculidae","cephinje","Cephalops","injectivus","P","endemic","adult",3,1,0.258393779
"10526","LA","Laupāhoehoe",0.005,"4140-003","LA97A01A-2",11,2,"6/3/97","Insecta","Diptera","Sciaridae","lycohoyt","Lycoriella","hoyti","D","endemic","adult",2,1,0.096245277
"10527","LA","Laupāhoehoe",0.005,"4141-001","LA97A01A-2",11,2,"6/3/97","Insecta","Orthoptera","Tettigoniidae","banzniti","Banza","nitida","T","endemic","immature",9,1,7.095429542
"10528","LA","Laupāhoehoe",0.005,"4141-002","LA97A01A-2",11,2,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",7,1,3.581836313
"10529","LA","Laupāhoehoe",0.005,"4141-003","LA97A01A-2",11,2,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",3,1,0.357444714
"10530","LA","Laupāhoehoe",0.005,"4141-003","LA97A01A-2",11,2,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",3,1,0.357444714
"10531","LA","Laupāhoehoe",0.005,"4141-003","LA97A01A-2",11,2,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",3,1,0.357444714
"10532","LA","Laupāhoehoe",0.005,"4141-003","LA97A01A-2",11,2,"6/3/97","Insecta","Orthoptera","Gryllidae","trigneov","Trigonidium","neovarians","D","endemic","immature",3,1,0.357444714
"10533","LA","Laupāhoehoe",0.005,"4142-001","LA97A01A-2",11,2,"6/3/97","Arachnida","Araneae","Araneidae","aranemma","Araneus","emmae","P","endemic","immature",1,1,0.033240044
"10534","LA","Laupāhoehoe",0.005,"4142-002","LA97A01A-2",11,2,"6/3/97","Arachnida","Araneae","Theridiidae","argycorn","Argyrodes","corniger","P","endemic","immature",2,1,0.252274463
"10535","LA","Laupāhoehoe",0.005,"4143-001","LA97A01A-2",11,2,"6/3/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature",2,1,0.017527223
"10536","LA","Laupāhoehoe",0.005,"4143-002","LA97A01A-2",11,2,"6/3/97","Insecta","Homoptera","Flatidae","siphacut","Siphanta","acuta","H","adventive","adult",6,1,2.64158372
"10537","LA","Laupāhoehoe",0.005,"4143-003","LA97A01A-2",11,2,"6/3/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","adult",7,1,3.337330089
"10538","LA","Laupāhoehoe",0.005,"4143-004","LA97A01A-2",11,2,"6/3/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","adult",5,1,1.314088169
"10539","LA","Laupāhoehoe",0.005,"4143-005","LA97A01A-2",11,2,"6/3/97","Diplopoda","Julida","Blaniulidae","protfusc","Proteroiulus","fuscus","D","adventive","immature",4,1,0.319272357
"10540","LA","Laupāhoehoe",0.005,"4143-006","LA97A01A-2",11,2,"6/3/97","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature",13,1,2.453124182
"10541","LA","Laupāhoehoe",0.005,"4143-006","LA97A01A-2",11,2,"6/3/97","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature",13,1,2.453124182
"10542","LA","Laupāhoehoe",0.005,"4143-007","LA97A01A-2",11,2,"6/3/97","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature",7,1,0.840653728
"10543","LA","Laupāhoehoe",0.005,"4143-008","LA97A01A-2",11,2,"6/3/97","Insecta","Lepidoptera","Geometridae","scotjsu9","Scotorythra","caterpillar sp_9","H","undetermined","immature",9,1,1.298485414
"10544","LA","Laupāhoehoe",0.005,"4143-009","LA97A01A-2",11,2,"6/3/97","Insecta","Lepidoptera","Geometridae","eupioric","Eupithecia","orichloris","P","endemic","immature",5,1,0.46969468
"10545","LA","Laupāhoehoe",0.005,"4144-001","LA97A01A-2",11,2,"6/3/97","Insecta","Psocoptera","Elipsocidae","kilaspu3","Kilauella","sp_3","D","endemic","adult",2,1,0.117790632
"10546","LA","Laupāhoehoe",0.005,"4144-001","LA97A01A-2",11,2,"6/3/97","Insecta","Psocoptera","Elipsocidae","kilaspu3","Kilauella","sp_3","D","endemic","adult",2,1,0.117790632
"10547","LA","Laupāhoehoe",0.005,"4144-001","LA97A01A-2",11,2,"6/3/97","Insecta","Psocoptera","Elipsocidae","kilaspu3","Kilauella","sp_3","D","endemic","adult",2,1,0.117790632
"10548","LA","Laupāhoehoe",0.005,"4144-001","LA97A01A-2",11,2,"6/3/97","Insecta","Psocoptera","Elipsocidae","kilaspu3","Kilauella","sp_3","D","endemic","adult",2,1,0.117790632
"10549","LA","Laupāhoehoe",0.005,"4144-002","LA97A01A-2",11,2,"6/3/97","Insecta","Psocoptera","Elipsocidae","kilaspu3","Kilauella","sp_3","D","endemic","immature",1,1,0.013595723
"10550","LA","Laupāhoehoe",0.005,"4145-001","LA97A01A-2",11,2,"6/3/97","Insecta","Hymenoptera","Encyrtidae","anagspu2","Anagyrus","sp_2","P","endemic","adult",1,1,0.013898144
"10551","LA","Laupāhoehoe",0.005,"4146-001","LA97A01A-3",11,3,"6/3/97","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature",5,1,0.46969468
"10552","LA","Laupāhoehoe",0.005,"4147-001","LA97A01A-3",11,3,"6/3/97","Arachnida","Araneae","Araneidae","aranemma","Araneus","emmae","P","endemic","immature",1,1,0.033240044
"10553","LA","Laupāhoehoe",0.005,"4148-001","LA97A01A-3",11,3,"6/3/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","H","endemic","adult",2,1,0.098172986
"10554","LA","Laupāhoehoe",0.005,"4148-002","LA97A01A-3",11,3,"6/3/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","H","endemic","adult",1,1,0.012314227
"10555","LA","Laupāhoehoe",0.005,"4148-003","LA97A01A-3",11,3,"6/3/97","Insecta","Homoptera","Triozidae","kuwaspu3","Kuwayama","sp_3","H","endemic","adult",2,1,0.098172986
"10556","LA","Laupāhoehoe",0.005,"4148-003","LA97A01A-3",11,3,"6/3/97","Insecta","Homoptera","Triozidae","kuwaspu3","Kuwayama","sp_3","H","endemic","adult",2,1,0.098172986
"10557","LA","Laupāhoehoe",0.005,"4149-001","LA97A01A-3",11,3,"6/3/97","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult",3,1,0.194096321
"10558","LA","Laupāhoehoe",0.005,"4149-002","LA97A01A-3",11,3,"6/3/97","Insecta","Diptera","Chironomidae","orthwill","Orthocladius","williamsi","D","endemic","adult",2,1,0.096245277
"10559","LA","Laupāhoehoe",0.005,"4149-003","LA97A01A-3",11,3,"6/3/97","Insecta","Diptera","Sciaridae","lycohoyt","Lycoriella","hoyti","D","endemic","adult",2,1,0.096245277
"10560","LA","Laupāhoehoe",0.005,"4150-001","LA97A01A-4",11,4,"6/3/97","Arachnida","Araneae","Tetragnathidae","tetranue","Tetragnatha","anuenue","P","endemic","immature",1,1,0.037179416
"10561","LA","Laupāhoehoe",0.005,"4151-001","LA97A01A-4",11,4,"6/3/97","Insecta","Psocoptera","Elipsocidae","kilaspu3","Kilauella","sp_3","D","endemic","adult",2,1,0.117790632
"10562","LA","Laupāhoehoe",0.005,"4152-001","LA97A01A-4",11,4,"6/3/97","Insecta","Homoptera","Triozidae","triohawa","Trioza","hawaiiensis","H","endemic","adult",3,1,0.330662786
"10563","LA","Laupāhoehoe",0.005,"4153-001","LA97A01A-4",11,4,"6/3/97","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult",2,1,0.096245277
"10564","LA","Laupāhoehoe",0.005,"4153-002","LA97A01A-4",11,4,"6/3/97","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult",3,1,0.194096321
"10565","LA","Laupāhoehoe",0.005,"4153-003","LA97A01A-4",11,4,"6/3/97","Insecta","Diptera","Drosophilidae","drosmedi","Drosophila","medialis","D","endemic","adult",2,1,0.096245277
"10566","LA","Laupāhoehoe",0.005,"4153-004","LA97A01A-4",11,4,"6/3/97","Insecta","Diptera","Drosophilidae","scapinfu","Scaptomyza","infurcula","D","endemic","adult",2,1,0.096245277
"10567","LA","Laupāhoehoe",0.005,"4153-005","LA97A01A-4",11,4,"6/3/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult",2,1,0.091033082
"10568","LA","Laupāhoehoe",0.005,"4154-001","LA97A01A-4",11,4,"6/3/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature",2,1,0.017527223
"10569","LA","Laupāhoehoe",0.005,"4154-002","LA97A01A-4",11,4,"6/3/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","adult",6,1,2.177491943
"10570","LA","Laupāhoehoe",0.005,"4154-002","LA97A01A-4",11,4,"6/3/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","adult",6,1,2.177491943
"10571","LA","Laupāhoehoe",0.005,"4155-001","LA97A01A-5",11,5,"6/3/97","Insecta","Homoptera","Triozidae","triohawa","Trioza","hawaiiensis","H","endemic","adult",3,1,0.330662786
"10572","LA","Laupāhoehoe",0.005,"4156-001","LA97A01A-5",11,5,"6/3/97","Insecta","Diptera","Pipunculidae","cephinje","Cephalops","injectivus","P","endemic","adult",3,1,0.258393779
"10573","LA","Laupāhoehoe",0.005,"4156-002","LA97A01A-5",11,5,"6/3/97","Insecta","Diptera","Drosophilidae","drosconf","Drosophila","conformis","D","endemic","adult",3,1,0.194096321
"10574","LA","Laupāhoehoe",0.005,"4156-003","LA97A01A-5",11,5,"6/3/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.096245277
"10575","LA","Laupāhoehoe",0.005,"4156-003","LA97A01A-5",11,5,"6/3/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.096245277
"10576","LA","Laupāhoehoe",0.005,"4156-003","LA97A01A-5",11,5,"6/3/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult",2,1,0.096245277
"10577","LA","Laupāhoehoe",0.005,"4157-001","LA97A01A-5",11,5,"6/3/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","immature",3,1,0.319229832
"10578","LA","Laupāhoehoe",0.005,"4158-001","LA97A01A-6",11,6,"6/3/97","Insecta","Neuroptera","Hemerobiidae","nesohosp","Nesobiella","hospes","P","indigenous","immature",NA,1,0.313191722
"10579","LA","Laupāhoehoe",0.005,"4159-001","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Pipunculidae","cephinje","Cephalops","injectivus","P","endemic","adult",3,1,0.258393779
"10580","LA","Laupāhoehoe",0.005,"4159-002","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Limoniidae","dicrswez","Dicranomyia","swezeyi","D","endemic","adult",3,1,0.194096321
"10581","LA","Laupāhoehoe",0.005,"4159-003","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Drosophilidae","drosmedi","Drosophila","medialis","D","endemic","adult",3,1,0.194096321
"10582","LA","Laupāhoehoe",0.005,"4159-004","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult",2,1,0.091033082
"10583","LA","Laupāhoehoe",0.005,"4159-004","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult",2,1,0.091033082
"10584","LA","Laupāhoehoe",0.005,"4159-004","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult",2,1,0.091033082
"10585","LA","Laupāhoehoe",0.005,"4159-005","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.096245277
"10586","LA","Laupāhoehoe",0.005,"4159-006","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Psychodidae","trichawa","Trichomyia","hawaiiensis","U","endemic","adult",2,1,0.096245277
"10587","LA","Laupāhoehoe",0.005,"4159-007","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Calliphoridae","callspu1","Calliphoridae_g","sp_1","D","undetermined","adult",7,1,2.286053146
"10588","LA","Laupāhoehoe",0.005,"4159-007","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Calliphoridae","callspu1","Calliphoridae_g","sp_1","D","undetermined","adult",7,1,2.286053146
"10589","LA","Laupāhoehoe",0.005,"4159-008","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Drosophilidae","droscani","Drosophila","canipolita","D","endemic","adult",3,1,0.194096321
"10590","LA","Laupāhoehoe",0.005,"4159-008","LA97A01A-6",11,6,"6/3/97","Insecta","Diptera","Drosophilidae","droscani","Drosophila","canipolita","D","endemic","adult",3,1,0.194096321
"10591","LA","Laupāhoehoe",0.005,"4160-001","LA97A01A-6",11,6,"6/3/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","H","adventive","immature",1,1,0.017527223
"10592","LA","Laupāhoehoe",0.005,"4160-002","LA97A01A-6",11,6,"6/3/97","Insecta","Lepidoptera","LEPIDO","lepiagsu","Lep_g","moth spp","T","undetermined","adult",3,1,0.228226502
"10593","LA","Laupāhoehoe",0.005,"4160-003","LA97A01A-6",11,6,"6/3/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","adult",6,1,2.177491943
"10594","LA","Laupāhoehoe",0.005,"4160-004","LA97A01A-6",11,6,"6/3/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","immature",3,1,0.319229832
"10595","LA","Laupāhoehoe",0.005,"4160-005","LA97A01A-6",11,6,"6/3/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","immature",2,1,0.103831871
"10596","LA","Laupāhoehoe",0.005,"4160-005","LA97A01A-6",11,6,"6/3/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","immature",2,1,0.103831871
"10597","LA","Laupāhoehoe",0.005,"4161-001","LA97A01A-6",11,6,"6/3/97","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","P","endemic","adult",3,1,0.522704579
"10598","LA","Laupāhoehoe",0.005,"4161-001","LA97A01A-6",11,6,"6/3/97","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","P","endemic","adult",3,1,0.522704579
"10599","LA","Laupāhoehoe",0.005,"4161-002","LA97A01A-6",11,6,"6/3/97","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","P","endemic","adult",2,1,0.197051949
"10600","LA","Laupāhoehoe",0.005,"4161-003","LA97A01A-6",11,6,"6/3/97","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","P","endemic","immature",1,1,0.037179416
"10601","LA","Laupāhoehoe",0.005,"4161-003","LA97A01A-6",11,6,"6/3/97","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","P","endemic","immature",1,1,0.037179416
"10602","LA","Laupāhoehoe",0.005,"4161-003","LA97A01A-6",11,6,"6/3/97","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","P","endemic","immature",1,1,0.037179416
"10603","LA","Laupāhoehoe",0.005,"4162-001","LA97A01A-6",11,6,"6/3/97","Insecta","Psocoptera","Elipsocidae","kilaspu4","Kilauella","sp_4","D","endemic","adult",1,1,0.013595723
