"site","site_name","island","flow_age_my","island_age_my","npp","foliar_N","foliar_P","tree","date_collected","class","order","family","species_code","genus","species","trophic","origin","stage","individual_biomass_g"
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Coleoptera","Nitidulidae","eupestri","Eupetinus","striatus","detritivore","native-endemic","adult",0.3845
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Diptera","Pipunculidae","cephjuva","Cephalops","juvator","predator","native-endemic","adult",0.5417
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Diptera","Calliphoridae","callspu1","Calliphoridae_g","sp_1","detritivore","undetermined","adult",2.2861
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Diptera","Drosophilidae","droscani","Drosophila","canipolita","detritivore","native-endemic","adult",0.2584
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","transient","non-native","adult",0.091
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","predator","native-endemic","adult",0.5227
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","detritivore","non-native","immature",0.3192
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","nesiwill","Nesiomiris","williamsi","transient","native-endemic","immature",0.0071
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Psocoptera","Elipsocidae","kilaspu4","Kilauella","sp_4","detritivore","native-endemic","adult",0.0136
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Psocoptera","Elipsocidae","kilaspu4","Kilauella","sp_4","detritivore","native-endemic","adult",0.0136
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Homoptera","Triozidae","triospu2","Trioza","sp_2","herbivore","native-endemic","adult",0.0982
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Homoptera","Triozidae","triospu2","Trioza","sp_2","herbivore","native-endemic","adult",0.0982
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Homoptera","Triozidae","trioohia","Trioza","ohiacola","herbivore","native-endemic","adult",0.0982
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Homoptera","Triozidae","trioohia","Trioza","ohiacola","herbivore","native-endemic","adult",0.0982
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.1399
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Arachnida","Acari","Anystidae","anysgsu1","Anystidae_g","sp_1","predator","non-native","adult",0.0112
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Hymenoptera","Encyrtidae","anagnigr","Anagyrus","?nigricans","predator","native-endemic","adult",0.0139
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","herbivore","native-endemic","adult",1.0403
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","herbivore","native-endemic","adult",0.408
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","herbivore","native-endemic","adult",0.7949
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","herbivore","native-endemic","adult",0.7949
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","nesiwill","Nesiomiris","williamsi","transient","native-endemic","adult",0.408
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","transient","native-endemic","adult",0.408
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","transient","native-endemic","adult",0.408
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","predator","native-endemic","immature",0.6147
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","herbivore","native-endemic","immature",0.032
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","herbivore","native-endemic","immature",0.1594
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Arachnida","Araneae","Linyphiidae","erigautu","Erigone","autumnalis","predator","non-native","immature",0.0433
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Arachnida","Araneae","Thomisidae","misufacu","Misumenops","facundus","predator","native-endemic","immature",0.2523
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","entolaha","Entomobrya","laha","detritivore","native-endemic","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","entolaha","Entomobrya","laha","detritivore","native-endemic","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","entolaha","Entomobrya","laha","detritivore","native-endemic","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","entolaha","Entomobrya","laha","detritivore","native-endemic","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","immature",0.0056
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,4,"11/6/97","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","transient","non-native","adult",7.876
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,4,"11/6/97","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","transient","non-native","adult",7.876
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,4,"11/6/97","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","transient","non-native","adult",7.876
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,4,"11/6/97","Insecta","Coleoptera","Ciidae","cissign","Cis","signatus","detritivore","native-endemic","adult",0.173
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,4,"11/6/97","Insecta","Coleoptera","Ptiliidae","acrodisc","Acrotrichis","discoloroides","detritivore","non-native","adult",0.0342
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,4,"11/6/97","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","detritivore","native-endemic","adult",0.486
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,4,"11/6/97","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","detritivore","native-endemic","adult",0.486
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,4,"11/6/97","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","detritivore","native-endemic","adult",0.486
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,4,"11/6/97","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","detritivore","native-endemic","adult",0.486
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,4,"11/6/97","Insecta","Coleoptera","Aglycyderidae","protspu4","Proterhinus","sp_4","detritivore","native-endemic","adult",0.0712
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","herbivore","native-endemic","immature",0.1594
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","nesiwill","Nesiomiris","williamsi","transient","native-endemic","adult",0.6093
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","nesiwill","Nesiomiris","williamsi","transient","native-endemic","adult",0.6093
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,3,"11/6/97","Insecta","Heteroptera","Miridae","orthkana","Orthotylus","kanakanus","transient","native-endemic","adult",0.1594
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
"LA","Laupahoehoe"," Hawaii",0.005,0.4,1.6,1.42,0.101,2,"11/6/97","Insecta","Collembola","Entomobryidae","entosoci","Entomobrya","socia","detritivore","non-native","adult",0.0396
